Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties
2020,CA,California,Riverside,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,25.4,,,21.3,29.7,2458395,6065,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-116.0022389 33.7298275),1177
2021,CA,California,San Joaquin,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,14.3,,,12.3,16.6,789410,6077,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-121.272244 37.9349815),1181
2021,CA,California,Humboldt,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.9,,,2.7,3.3,136310,6023,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-123.9261757 40.7066554),1189
2021,CA,California,Kings,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,20.4,,,17.3,24.0,153443,6031,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-119.8155301 36.072478),74
2020,CA,California,Stanislaus,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,58.6,,,56.0,61.3,552999,6099,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-121.0028311 37.5623162),1340
2021,CA,California,Stanislaus,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.8,,,12.9,19.3,552999,6099,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-121.0028311 37.5623162),1340
2021,CA,California,Napa,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,9.2,,,8.0,10.5,136207,6055,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-122.3259045 38.5070999),1172
2021,CA,California,Mariposa,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,79.2,,,75.3,82.3,17147,6043,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-119.9117215 37.5743432),75
2021,CA,California,Butte,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,5.2,,,4.5,6.0,208309,6007,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-121.6032086 39.6653362),1183
2021,CA,California,Merced,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,34.3,,,29.8,39.0,286461,6047,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-120.7228019 37.1948063),1169
2020,CA,California,Trinity,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,57,,,53.8,60.3,16060,6105,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-123.114666 40.6478582),1390
2021,CA,California,San Benito,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.7,,,2.4,3.1,66677,6069,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-121.0858108 36.6116507),1178
2021,CA,California,Madera,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,6.5,,,5.6,7.3,159410,6039,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-119.7498023 37.2098213),1196
2021,CA,California,Tulare,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,35.5,,,31.4,40.1,477054,6107,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-118.7810551 36.2288339),81
2021,CA,California,Modoc,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,7.4,,,6.1,8.8,8661,6049,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-120.7183704 41.5929185),76
2021,CA,California,Orange,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,15.8,,,13.4,18.5,3167809,6059,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-117.7772068 33.6756872),1174
2021,CA,California,Placer,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.9,,,85.5,90.0,412300,6061,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-120.7227181 39.0620323),1175
2020,CA,California,Nevada,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,39.2,,,31.0,48.0,103487,6057,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-120.7713429 39.2975082),1173
2021,CA,California,Humboldt,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.3,,,3.0,3.6,136310,6023,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-123.9261757 40.7066554),1189
2021,CA,California,Solano,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,34.3,,,29.8,39.0,451716,6095,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-121.939594 38.2672255),1338
2021,CA,California,Riverside,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,11.3,,,9.8,13.0,2458395,6065,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-116.0022389 33.7298275),1177
2021,CA,California,San Mateo,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.2,,,11.7,17.0,737888,6081,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-122.3715457 37.4146725),1333
2021,CA,California,Tehama,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.9,,,5.2,6.8,65498,6103,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-122.2322737 40.1261573),1389
2021,CA,California,San Mateo,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.1,,,1.9,2.4,737888,6081,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-122.3715457 37.4146725),1333
2021,CA,California,San Diego,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,16.7,,,14.2,19.4,3286069,6073,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-116.7761174 33.0236041),1179
2020,CA,California,Lake,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,82,,,79.8,84.0,68766,6033,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-122.7467569 39.0948019),1193
2021,CA,California,Tehama,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.4,,,12.4,16.6,65498,6103,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-122.2322737 40.1261573),1389
2021,CA,California,Modoc,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,79.6,,,76.2,82.8,8661,6049,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-120.7183704 41.5929185),76
2021,CA,California,Amador,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.4,,,8.1,10.7,41259,6005,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-120.653858 38.4435493),1182
2021,CA,California,San Joaquin,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,21,,,17.9,24.3,789410,6077,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-121.272244 37.9349815),1181
2021,CA,California,Alpine,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,27.8,,,25.5,30.1,1235,6003,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-119.7983522 38.6217831),1142
2021,CA,California,Colusa,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.3,,,12.3,18.5,21917,6011,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-122.2375629 39.1777385),72
2021,CA,California,Siskiyou,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.8,,,84.3,89.0,44118,6093,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-122.5332868 41.5879861),1337
2020,CA,California,Merced,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,34.3,,,33.0,35.5,286461,6047,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-120.7228019 37.1948063),1169
2021,CA,California,San Joaquin,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,5.9,,,5.0,6.8,789410,6077,HLTHOUT,COPD,CrdPrv,COPD,POINT (-121.272244 37.9349815),1181
2020,CA,California,Marin,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,37.6,,,30.3,44.4,260206,6041,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-122.7463958 38.0513667),1167
2021,CA,California,Lassen,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.4,,,5.7,7.1,33159,6035,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-120.6212225 40.7152866),1194
2021,CA,California,Alameda,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,24.8,,,20.5,29.4,1648556,6001,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-121.912488 37.6471385),1141
2021,CA,California,Kings,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,9,,,7.8,10.3,153443,6031,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-119.8155301 36.072478),74
2020,CA,California,Solano,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,82.3,,,80.7,83.7,451716,6095,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-121.939594 38.2672255),1338
2020,CA,California,Stanislaus,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,31.4,,,25.8,37.4,552999,6099,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-121.0028311 37.5623162),1340
2021,CA,California,Kern,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6.6,,,5.6,7.8,917673,6029,HLTHOUT,COPD,CrdPrv,COPD,POINT (-118.7295064 35.3466288),1192
2021,CA,California,Madera,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,7.2,,,6.3,8.1,159410,6039,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-119.7498023 37.2098213),1196
2020,CA,California,Nevada,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,84.6,,,81.9,87.0,103487,6057,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-120.7713429 39.2975082),1173
2021,CA,California,San Mateo,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,7.9,,,6.8,9.2,737888,6081,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-122.3715457 37.4146725),1333
2021,CA,California,Tulare,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,23.1,,,19.8,26.7,477054,6107,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-118.7810551 36.2288339),81
2020,CA,California,Santa Cruz,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,29,,,27.7,30.3,267792,6087,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-122.0077889 37.0123466),1335
2021,CA,California,Lake,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.1,,,11.4,17.3,68766,6033,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-122.7467569 39.0948019),1193
2021,CA,California,Lake,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,81.7,,,78.3,84.9,68766,6033,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-122.7467569 39.0948019),1193
2021,CA,California,Butte,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.3,,,9.0,11.8,208309,6007,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-121.6032086 39.6653362),1183
2021,CA,California,Orange,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.1,,,2.7,3.6,3167809,6059,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-117.7772068 33.6756872),1174
2021,CA,California,Siskiyou,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,18.3,,,16.0,21.0,44118,6093,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-122.5332868 41.5879861),1337
2021,CA,California,El Dorado,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,60.3,,,54.3,66.2,193221,6017,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-120.5342245 38.7856116),1187
2021,CA,California,Shasta,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,11.8,,,10.1,13.6,182139,6089,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-122.0435558 40.7605142),80
2021,CA,California,Del Norte,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,20.1,,,16.5,24.2,28100,6015,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-123.9809983 41.7499033),1186
2021,CA,California,Shasta,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4.6,,,3.9,5.3,182139,6089,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-122.0435558 40.7605142),80
2021,CA,California,Amador,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,19.8,,,16.2,23.8,41259,6005,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-120.653858 38.4435493),1182
2020,CA,California,Humboldt,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,61.4,,,58.0,64.7,136310,6023,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-123.9261757 40.7066554),1189
2021,CA,California,Mono,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,10.7,,,9.0,12.7,13247,6051,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-118.8751668 37.9158363),1170
2021,CA,California,Monterey,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,6.2,,,5.3,7.2,437325,6053,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-121.3155781 36.2401044),1171
2021,CA,California,San Luis Obispo,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3,,,2.6,3.5,283159,6079,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-120.4488974 35.3881891),1332
2021,CA,California,Humboldt,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,6.9,,,6.0,7.8,136310,6023,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-123.9261757 40.7066554),1189
2021,CA,California,Nevada,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.3,7.4,103487,6057,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-120.7713429 39.2975082),1173
2021,CA,California,Monterey,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.1,,,2.8,3.5,437325,6053,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-121.3155781 36.2401044),1171
2021,CA,California,Alameda,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,25.1,,,20.8,29.8,1648556,6001,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-121.912488 37.6471385),1141
2021,CA,California,Solano,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,6.6,,,5.7,7.5,451716,6095,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-121.939594 38.2672255),1338
2021,CA,California,Del Norte,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.6,,,12.7,19.0,28100,6015,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-123.9809983 41.7499033),1186
2021,CA,California,Kern,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,34.7,,,30.6,39.0,917673,6029,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-118.7295064 35.3466288),1192
2021,CA,California,Trinity,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,36.4,,,31.7,41.5,16060,6105,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-123.114666 40.6478582),1390
2021,CA,California,Santa Clara,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,7.6,,,6.5,8.8,1885508,6085,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-121.6895401 37.2216142),1334
2021,CA,California,Fresno,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.2,,,2.8,3.6,1013581,6019,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-119.6550193 36.7610058),1188
2021,CA,California,Kings,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,69.2,,,65.3,73.0,153443,6031,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-119.8155301 36.072478),74
2021,CA,California,Alameda,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,7.3,,,5.7,9.1,1648556,6001,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-121.912488 37.6471385),1141
2021,CA,California,San Diego,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,24,,,21.0,27.4,3286069,6073,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-116.7761174 33.0236041),1179
2021,CA,California,Nevada,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,39.9,,,34.7,45.2,103487,6057,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-120.7713429 39.2975082),1173
2021,CA,California,Contra Costa,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.5,,,9.0,12.2,1161413,6013,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-121.9515431 37.919479),1185
2021,CA,California,Sierra,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.8,,,10.8,14.9,3283,6091,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-120.5219926 39.5769252),1336
2021,CA,California,Riverside,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,13.4,,,11.4,15.4,2458395,6065,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-116.0022389 33.7298275),1177
2020,CA,California,Tehama,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,80.8,,,78.4,83.0,65498,6103,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-122.2322737 40.1261573),1389
2021,CA,California,Del Norte,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.1,,,2.9,3.5,28100,6015,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-123.9809983 41.7499033),1186
2021,CA,California,San Francisco,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3.5,,,3.0,4.1,815201,6075,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-123.0322294 37.7272391),
2021,CA,California,Humboldt,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,82.7,,,79.6,85.6,136310,6023,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-123.9261757 40.7066554),1189
